l_code,l_name,year,b_date,f_date
401,稚内,1953,1953-05-30,1953-05-21
401,稚内,1954,1954-05-27,1954-05-17
401,稚内,1955,1955-05-23,1955-05-17
401,稚内,1956,1956-05-14,1956-05-12
401,稚内,1957,1957-05-22,1957-05-18
401,稚内,1958,1958-05-25,1958-05-23
401,稚内,1959,1959-05-12,1959-05-03
401,稚内,1960,1960-05-24,1960-05-19
401,稚内,1961,1961-05-18,1961-05-11
401,稚内,1962,1962-05-17,1962-05-10
401,稚内,1963,1963-05-15,1963-05-12
401,稚内,1964,NA,1964-05-16
401,稚内,1965,1965-05-22,1965-05-18
401,稚内,1966,NA,NA
401,稚内,1967,NA,NA
401,稚内,1968,NA,NA
401,稚内,1969,NA,NA
401,稚内,1970,NA,NA
401,稚内,1971,NA,NA
401,稚内,1972,NA,NA
401,稚内,1973,NA,1973-05-20
401,稚内,1974,1974-05-22,1974-05-19
401,稚内,1975,1975-05-22,1975-05-19
406,留萌,1953,1953-05-13,1953-05-08
406,留萌,1954,1954-05-17,1954-05-11
406,留萌,1955,1955-05-16,1955-05-13
406,留萌,1956,1956-05-14,1956-05-08
406,留萌,1957,1957-05-14,1957-05-10
406,留萌,1958,1958-05-16,1958-05-12
406,留萌,1959,NA,NA
406,留萌,1960,NA,NA
406,留萌,1961,1961-05-13,1961-05-07
406,留萌,1962,1962-05-16,1962-05-09
406,留萌,1963,1963-05-17,1963-05-13
406,留萌,1964,1964-05-11,1964-05-08
406,留萌,1965,1965-05-23,1965-05-18
406,留萌,1966,1966-05-20,1966-05-16
406,留萌,1967,1967-05-19,1967-05-11
406,留萌,1968,1968-05-11,1968-05-08
406,留萌,1969,1969-05-18,1969-05-16
406,留萌,1970,1970-05-11,1970-05-09
406,留萌,1971,1971-05-21,1971-05-17
406,留萌,1972,NA,NA
406,留萌,1973,1973-05-18,1973-05-12
406,留萌,1974,1974-05-18,1974-05-15
406,留萌,1975,1975-05-12,1975-05-08
407,旭川,1953,1953-05-16,1953-05-11
407,旭川,1954,1954-05-18,1954-05-13
407,旭川,1955,1955-05-14,1955-05-09
407,旭川,1956,1956-05-13,1956-05-07
407,旭川,1957,1957-05-14,1957-05-09
407,旭川,1958,1958-05-15,1958-05-10
407,旭川,1959,1959-05-13,1959-05-08
407,旭川,1960,1960-05-16,1960-05-13
407,旭川,1961,1961-05-12,1961-05-08
407,旭川,1962,1962-05-11,1962-05-08
407,旭川,1963,1963-05-13,1963-05-10
407,旭川,1964,1964-05-16,1964-05-12
407,旭川,1965,1965-05-19,1965-05-15
407,旭川,1966,1966-05-18,1966-05-14
407,旭川,1967,1967-05-08,1967-05-05
407,旭川,1968,1968-05-05,1968-05-02
407,旭川,1969,1969-05-09,1969-05-06
407,旭川,1970,1970-05-10,1970-05-07
407,旭川,1971,1971-05-15,1971-05-12
407,旭川,1972,1972-05-04,1972-04-30
407,旭川,1973,1973-05-11,1973-05-09
407,旭川,1974,1974-05-15,1974-05-13
407,旭川,1975,1975-05-12,1975-05-08
409,網走,1953,1953-05-26,1953-05-24
409,網走,1954,1954-05-19,1954-05-16
409,網走,1955,1955-05-20,1955-05-18
409,網走,1956,1956-05-13,1956-05-09
409,網走,1957,NA,NA
409,網走,1958,NA,NA
409,網走,1959,1959-05-07,1959-05-03
409,網走,1960,NA,NA
409,網走,1961,NA,1961-05-08
409,網走,1962,NA,NA
409,網走,1963,NA,1963-05-13
409,網走,1964,NA,NA
409,網走,1965,NA,1965-05-17
409,網走,1966,1966-05-21,1966-05-18
409,網走,1967,NA,1967-05-10
409,網走,1968,1968-05-10,1968-05-06
409,網走,1969,1969-05-13,1969-05-09
409,網走,1970,1970-05-10,1970-05-08
409,網走,1971,1971-05-20,1971-05-16
409,網走,1972,1972-05-06,1972-05-03
409,網走,1973,1973-05-13,1973-05-09
409,網走,1974,1974-05-18,1974-05-16
409,網走,1975,1975-05-17,1975-05-14
412,札幌,1953,1953-05-14,1953-05-07
412,札幌,1954,1954-05-08,1954-05-04
412,札幌,1955,1955-05-16,1955-05-11
412,札幌,1956,1956-05-09,1956-05-04
412,札幌,1957,1957-05-13,1957-05-09
412,札幌,1958,NA,NA
412,札幌,1959,1959-05-10,1959-05-05
412,札幌,1960,1960-05-09,1960-05-05
412,札幌,1961,1961-05-09,1961-05-04
412,札幌,1962,1962-05-05,1962-04-30
412,札幌,1963,1963-05-05,1963-05-02
412,札幌,1964,1964-05-07,1964-05-04
412,札幌,1965,1965-05-16,1965-05-13
412,札幌,1966,1966-05-11,1966-05-03
412,札幌,1967,1967-05-04,1967-05-01
412,札幌,1968,1968-05-04,1968-04-26
412,札幌,1969,1969-05-10,1969-05-05
412,札幌,1970,1970-05-09,1970-05-03
412,札幌,1971,1971-05-13,1971-05-09
412,札幌,1972,1972-05-01,1972-04-29
412,札幌,1973,1973-05-07,1973-05-05
412,札幌,1974,1974-05-13,1974-05-11
412,札幌,1975,1975-05-08,1975-05-04
413,岩見沢,1953,1953-05-11,1953-05-09
413,岩見沢,1954,1954-05-09,1954-05-06
413,岩見沢,1955,1955-05-13,1955-05-10
413,岩見沢,1956,1956-05-09,1956-05-05
413,岩見沢,1957,NA,1957-05-08
413,岩見沢,1958,1958-05-14,1958-05-10
413,岩見沢,1959,NA,1959-04-28
413,岩見沢,1960,1960-05-15,1960-05-11
413,岩見沢,1961,1961-05-07,1961-05-04
413,岩見沢,1962,1962-05-05,1962-05-03
413,岩見沢,1963,1963-05-12,1963-05-08
413,岩見沢,1964,1964-05-10,1964-05-07
413,岩見沢,1965,1965-05-20,1965-05-16
413,岩見沢,1966,1966-05-17,1966-05-12
413,岩見沢,1967,1967-05-10,1967-05-05
413,岩見沢,1968,1968-05-06,1968-05-03
413,岩見沢,1969,1969-05-13,1969-05-10
413,岩見沢,1970,1970-05-13,1970-05-09
413,岩見沢,1971,1971-05-17,1971-05-14
413,岩見沢,1972,1972-05-06,1972-05-04
413,岩見沢,1973,1973-05-10,1973-05-07
413,岩見沢,1974,1974-05-14,1974-05-11
413,岩見沢,1975,1975-05-11,1975-05-08
417,帯広,1953,1953-05-19,1953-05-15
417,帯広,1954,1954-05-12,1954-05-07
417,帯広,1955,1955-05-14,1955-05-10
417,帯広,1956,1956-05-09,1956-05-05
417,帯広,1957,1957-05-14,1957-05-09
417,帯広,1958,1958-05-16,1958-05-13
417,帯広,1959,1959-05-05,1959-05-01
417,帯広,1960,1960-05-15,1960-05-11
417,帯広,1961,1961-05-09,1961-05-05
417,帯広,1962,1962-05-07,1962-05-04
417,帯広,1963,1963-05-10,1963-05-07
417,帯広,1964,1964-05-10,1964-05-08
417,帯広,1965,1965-05-17,1965-05-15
417,帯広,1966,1966-05-17,1966-05-13
417,帯広,1967,1967-05-05,1967-05-03
417,帯広,1968,1968-05-05,1968-05-02
417,帯広,1969,1969-05-10,1969-05-07
417,帯広,1970,1970-05-13,1970-05-10
417,帯広,1971,1971-05-16,1971-05-13
417,帯広,1972,1972-05-06,1972-05-03
417,帯広,1973,1973-05-09,1973-05-06
417,帯広,1974,1974-05-12,1974-05-10
417,帯広,1975,1975-05-14,1975-05-12
418,釧路,1953,NA,NA
418,釧路,1954,1954-05-28,NA
418,釧路,1955,1955-05-26,NA
418,釧路,1956,NA,NA
418,釧路,1957,1957-05-19,NA
418,釧路,1958,1958-05-29,NA
418,釧路,1959,1959-05-20,NA
418,釧路,1960,1960-05-28,NA
418,釧路,1961,1961-05-27,NA
418,釧路,1962,1962-05-10,NA
418,釧路,1963,1963-05-20,NA
418,釧路,1964,1964-05-24,NA
418,釧路,1965,1965-05-25,NA
418,釧路,1966,1966-05-20,NA
418,釧路,1967,1967-05-14,NA
418,釧路,1968,1968-05-23,NA
418,釧路,1969,1969-05-20,NA
418,釧路,1970,1970-05-21,NA
418,釧路,1971,1971-05-24,NA
418,釧路,1972,1972-05-10,1972-05-07
418,釧路,1973,1973-05-16,1973-05-12
418,釧路,1974,1974-05-20,1974-05-18
418,釧路,1975,1975-05-24,1975-05-22
420,根室,1953,NA,NA
420,根室,1954,NA,NA
420,根室,1955,NA,NA
420,根室,1956,NA,NA
420,根室,1957,NA,NA
420,根室,1958,NA,NA
420,根室,1959,NA,NA
420,根室,1960,1960-06-08,1960-05-25
420,根室,1961,1961-05-26,1961-05-18
420,根室,1962,1962-05-20,1962-05-15
420,根室,1963,1963-05-22,1963-05-18
420,根室,1964,1964-05-28,1964-05-22
420,根室,1965,1965-05-28,1965-05-21
420,根室,1966,1966-05-27,1966-05-20
420,根室,1967,1967-05-22,1967-05-14
420,根室,1968,1968-05-28,1968-05-22
420,根室,1969,1969-05-20,1969-05-17
420,根室,1970,1970-05-24,1970-05-20
420,根室,1971,1971-05-29,1971-05-26
420,根室,1972,1972-05-18,1972-05-12
420,根室,1973,1973-05-17,1973-05-14
420,根室,1974,1974-05-21,1974-05-17
420,根室,1975,1975-05-31,1975-05-26
423,室蘭,1953,1953-05-17,1953-05-10
423,室蘭,1954,1954-05-13,1954-05-07
423,室蘭,1955,1955-05-23,1955-05-18
423,室蘭,1956,1956-05-13,1956-05-08
423,室蘭,1957,1957-05-14,1957-05-08
423,室蘭,1958,1958-05-17,1958-05-12
423,室蘭,1959,1959-04-30,1959-04-27
423,室蘭,1960,1960-05-14,1960-05-08
423,室蘭,1961,1961-05-11,1961-05-05
423,室蘭,1962,1962-05-12,1962-05-08
423,室蘭,1963,1963-05-10,1963-05-06
423,室蘭,1964,1964-05-12,1964-05-07
423,室蘭,1965,1965-05-20,1965-05-16
423,室蘭,1966,1966-05-20,1966-05-16
423,室蘭,1967,1967-05-08,1967-05-04
423,室蘭,1968,1968-05-10,1968-05-05
423,室蘭,1969,1969-05-12,1969-05-07
423,室蘭,1970,1970-05-16,1970-05-14
423,室蘭,1971,1971-05-15,1971-05-12
423,室蘭,1972,1972-05-08,1972-05-04
423,室蘭,1973,1973-05-14,1973-05-08
423,室蘭,1974,1974-05-15,1974-05-11
423,室蘭,1975,1975-05-11,1975-05-08
426,浦河,1953,1953-05-14,1953-05-09
426,浦河,1954,1954-05-13,1954-05-07
426,浦河,1955,1955-05-15,1955-05-11
426,浦河,1956,1956-05-11,1956-05-07
426,浦河,1957,1957-05-18,1957-05-14
426,浦河,1958,1958-05-16,1958-05-12
426,浦河,1959,1959-05-05,1959-05-02
426,浦河,1960,1960-05-18,1960-05-13
426,浦河,1961,1961-05-09,1961-05-04
426,浦河,1962,1962-05-08,1962-05-03
426,浦河,1963,1963-05-15,1963-05-10
426,浦河,1964,1964-05-16,1964-05-11
426,浦河,1965,1965-05-23,1965-05-18
426,浦河,1966,1966-05-16,1966-05-11
426,浦河,1967,1967-05-10,1967-05-06
426,浦河,1968,1968-05-14,1968-05-10
426,浦河,1969,1969-05-13,1969-05-09
426,浦河,1970,1970-05-15,1970-05-12
426,浦河,1971,1971-05-18,1971-05-14
426,浦河,1972,1972-05-06,1972-05-03
426,浦河,1973,1973-05-14,1973-05-11
426,浦河,1974,1974-05-16,1974-05-12
426,浦河,1975,1975-05-12,1975-05-08
428,江差,1953,1953-05-15,1953-05-08
428,江差,1954,1954-05-08,1954-05-01
428,江差,1955,1955-05-08,1955-05-03
428,江差,1956,1956-05-09,1956-05-03
428,江差,1957,1957-05-09,1957-05-04
428,江差,1958,1958-05-11,1958-05-05
428,江差,1959,1959-05-06,1959-04-27
428,江差,1960,1960-05-09,1960-05-02
428,江差,1961,1961-05-04,1961-04-28
428,江差,1962,1962-05-04,1962-04-29
428,江差,1963,1963-05-06,1963-04-27
428,江差,1964,1964-05-08,1964-05-05
428,江差,1965,1965-05-20,1965-05-13
428,江差,1966,1966-05-09,1966-05-04
428,江差,1967,1967-05-07,1967-05-01
428,江差,1968,1968-05-05,1968-04-27
428,江差,1969,1969-05-12,1969-05-05
428,江差,1970,1970-05-09,1970-05-07
428,江差,1971,1971-05-16,1971-05-10
428,江差,1972,1972-05-04,1972-04-29
428,江差,1973,1973-05-06,1973-05-01
428,江差,1974,1974-05-14,1974-05-10
428,江差,1975,1975-05-05,1975-04-30
430,函館,1953,1953-05-09,1953-05-02
430,函館,1954,1954-05-07,1954-05-03
430,函館,1955,1955-05-14,1955-05-08
430,函館,1956,1956-05-08,1956-05-03
430,函館,1957,1957-05-12,1957-05-08
430,函館,1958,1958-05-10,1958-05-04
430,函館,1959,1959-05-02,1959-04-26
430,函館,1960,1960-05-10,1960-05-04
430,函館,1961,1961-05-05,1961-04-30
430,函館,1962,1962-05-08,1962-05-03
430,函館,1963,1963-05-08,1963-05-03
430,函館,1964,1964-05-10,1964-05-05
430,函館,1965,1965-05-16,1965-05-14
430,函館,1966,1966-05-11,1966-05-07
430,函館,1967,1967-05-09,1967-05-03
430,函館,1968,1968-05-07,1968-05-02
430,函館,1969,1969-05-08,1969-05-05
430,函館,1970,1970-05-11,1970-05-06
430,函館,1971,1971-05-14,1971-05-11
430,函館,1972,1972-05-04,1972-04-29
430,函館,1973,1973-05-07,1973-05-02
430,函館,1974,1974-05-12,1974-05-09
430,函館,1975,1975-05-07,1975-05-01
433,倶知安,1953,NA,1953-05-12
433,倶知安,1954,1954-05-19,1954-05-11
433,倶知安,1955,1955-05-23,1955-05-19
433,倶知安,1956,NA,1956-05-13
433,倶知安,1957,1957-05-19,1957-05-15
433,倶知安,1958,1958-05-20,1958-05-16
433,倶知安,1959,1959-05-06,1959-05-02
433,倶知安,1960,1960-05-20,1960-05-17
433,倶知安,1961,1961-05-12,1961-05-09
433,倶知安,1962,1962-05-12,1962-05-08
433,倶知安,1963,1963-05-12,1963-05-07
433,倶知安,1964,1964-05-13,1964-05-09
433,倶知安,1965,1965-05-23,1965-05-20
433,倶知安,1966,1966-05-19,1966-05-17
433,倶知安,1967,1967-05-11,1967-05-09
433,倶知安,1968,1968-05-13,1968-05-10
433,倶知安,1969,1969-05-13,1969-05-10
433,倶知安,1970,1970-05-19,1970-05-17
433,倶知安,1971,NA,NA
433,倶知安,1972,1972-05-10,1972-05-07
433,倶知安,1973,1973-05-15,1973-05-11
433,倶知安,1974,1974-05-18,1974-05-14
433,倶知安,1975,1975-05-13,1975-05-10
435,紋別,1953,NA,NA
435,紋別,1954,NA,NA
435,紋別,1955,NA,NA
435,紋別,1956,1956-05-11,1956-05-05
435,紋別,1957,1957-05-18,1957-05-11
435,紋別,1958,1958-05-20,1958-05-19
435,紋別,1959,1959-05-04,1959-05-01
435,紋別,1960,1960-05-17,1960-05-15
435,紋別,1961,1961-05-09,1961-05-06
435,紋別,1962,1962-05-12,1962-05-09
435,紋別,1963,1963-05-11,1963-05-09
435,紋別,1964,1964-05-14,1964-05-13
435,紋別,1965,1965-05-20,1965-05-18
435,紋別,1966,1966-05-20,1966-05-19
435,紋別,1967,1967-05-08,1967-05-06
435,紋別,1968,1968-05-09,1968-05-07
435,紋別,1969,1969-05-10,1969-05-06
435,紋別,1970,1970-05-11,1970-05-09
435,紋別,1971,1971-05-18,1971-05-16
435,紋別,1972,1972-05-07,1972-05-05
435,紋別,1973,1973-05-14,1973-05-11
435,紋別,1974,1974-05-17,1974-05-14
435,紋別,1975,1975-05-24,1975-05-22
440,広尾,1953,NA,NA
440,広尾,1954,NA,NA
440,広尾,1955,NA,NA
440,広尾,1956,NA,NA
440,広尾,1957,NA,NA
440,広尾,1958,1958-05-15,1958-05-09
440,広尾,1959,1959-05-03,1959-04-29
440,広尾,1960,1960-05-13,1960-05-09
440,広尾,1961,1961-05-07,1961-05-02
440,広尾,1962,1962-05-08,1962-05-05
440,広尾,1963,1963-05-09,1963-05-06
440,広尾,1964,1964-05-15,1964-05-11
440,広尾,1965,1965-05-20,1965-05-17
440,広尾,1966,1966-05-19,1966-05-15
440,広尾,1967,1967-05-07,1967-05-02
440,広尾,1968,1968-05-10,1968-05-02
440,広尾,1969,1969-05-10,1969-05-05
440,広尾,1970,1970-05-15,1970-05-12
440,広尾,1971,1971-05-16,1971-05-12
440,広尾,1972,1972-05-09,1972-05-05
440,広尾,1973,1973-05-08,1973-05-05
440,広尾,1974,1974-05-15,1974-05-12
440,広尾,1975,1975-05-16,1975-05-13
520,新庄,1953,NA,NA
520,新庄,1954,NA,NA
520,新庄,1955,NA,NA
520,新庄,1956,NA,NA
520,新庄,1957,NA,NA
520,新庄,1958,1958-04-28,1958-04-23
520,新庄,1959,1959-04-21,1959-04-15
520,新庄,1960,1960-04-29,1960-04-23
520,新庄,1961,1961-04-28,1961-04-22
520,新庄,1962,1962-04-27,1962-04-23
520,新庄,1963,1963-04-28,1963-04-20
520,新庄,1964,1964-04-24,1964-04-17
520,新庄,1965,1965-05-09,1965-05-06
520,新庄,1966,1966-04-26,1966-04-22
520,新庄,1967,1967-04-26,1967-04-23
520,新庄,1968,1968-04-28,1968-04-21
520,新庄,1969,1969-04-28,1969-04-22
520,新庄,1970,1970-05-03,1970-04-29
520,新庄,1971,1971-04-28,1971-04-23
520,新庄,1972,1972-04-19,1972-04-13
520,新庄,1973,1973-04-25,1973-04-20
520,新庄,1974,1974-05-04,1974-04-28
520,新庄,1975,1975-04-27,1975-04-22
575,青森,1953,NA,NA
575,青森,1954,NA,NA
575,青森,1955,NA,NA
575,青森,1956,1956-05-02,1956-04-26
575,青森,1957,1957-05-07,1957-05-01
575,青森,1958,1958-05-04,1958-04-29
575,青森,1959,1959-04-25,1959-04-19
575,青森,1960,1960-05-01,1960-04-27
575,青森,1961,1961-04-29,1961-04-24
575,青森,1962,1962-04-30,1962-04-25
575,青森,1963,1963-04-26,1963-04-21
575,青森,1964,1964-05-02,1964-04-29
575,青森,1965,1965-05-10,1965-05-03
575,青森,1966,1966-05-05,1966-04-28
575,青森,1967,1967-05-03,1967-04-27
575,青森,1968,1968-05-03,1968-04-24
575,青森,1969,1969-05-04,1969-04-29
575,青森,1970,1970-05-07,1970-05-04
575,青森,1971,1971-05-05,1971-04-28
575,青森,1972,1972-04-29,1972-04-24
575,青森,1973,1973-04-28,1973-04-22
575,青森,1974,1974-05-07,1974-05-01
575,青森,1975,1975-05-01,1975-04-26
581,八戸,1953,1953-05-02,1953-04-26
581,八戸,1954,1954-04-26,1954-04-24
581,八戸,1955,1955-04-26,1955-04-23
581,八戸,1956,1956-04-27,1956-04-24
581,八戸,1957,1957-05-01,1957-04-27
581,八戸,1958,1958-04-27,1958-04-24
581,八戸,1959,1959-04-23,1959-04-21
581,八戸,1960,1960-05-01,1960-04-27
581,八戸,1961,1961-04-26,1961-04-22
581,八戸,1962,1962-04-26,1962-04-23
581,八戸,1963,1963-04-25,1963-04-20
581,八戸,1964,1964-05-02,1964-04-27
581,八戸,1965,1965-05-09,1965-05-06
581,八戸,1966,1966-04-30,1966-04-26
581,八戸,1967,1967-04-28,1967-04-26
581,八戸,1968,1968-04-29,1968-04-22
581,八戸,1969,1969-04-30,1969-04-26
581,八戸,1970,1970-05-07,1970-04-30
581,八戸,1971,1971-04-26,1971-04-22
581,八戸,1972,1972-04-28,1972-04-24
581,八戸,1973,1973-04-22,1973-04-20
581,八戸,1974,1974-05-01,1974-04-29
581,八戸,1975,1975-04-28,1975-04-25
582,秋田,1953,1953-04-29,1953-04-22
582,秋田,1954,1954-04-22,1954-04-17
582,秋田,1955,1955-04-23,1955-04-16
582,秋田,1956,1956-04-26,1956-04-21
582,秋田,1957,1957-04-29,1957-04-24
582,秋田,1958,1958-04-29,1958-04-22
582,秋田,1959,1959-04-17,1959-04-09
582,秋田,1960,1960-04-27,1960-04-21
582,秋田,1961,1961-04-23,1961-04-19
582,秋田,1962,1962-04-24,1962-04-20
582,秋田,1963,1963-04-21,1963-04-17
582,秋田,1964,1964-04-23,1964-04-18
582,秋田,1965,1965-05-08,1965-04-30
582,秋田,1966,1966-04-25,1966-04-21
582,秋田,1967,1967-04-28,1967-04-22
582,秋田,1968,1968-04-24,1968-04-17
582,秋田,1969,1969-04-29,1969-04-25
582,秋田,1970,1970-05-01,1970-04-27
582,秋田,1971,1971-04-29,1971-04-22
582,秋田,1972,1972-04-22,1972-04-17
582,秋田,1973,1973-04-23,1973-04-19
582,秋田,1974,1974-04-30,1974-04-26
582,秋田,1975,1975-04-25,1975-04-21
584,盛岡,1953,1953-05-03,1953-04-27
584,盛岡,1954,1954-04-26,1954-04-19
584,盛岡,1955,1955-04-27,1955-04-18
584,盛岡,1956,1956-04-28,1956-04-24
584,盛岡,1957,1957-05-02,1957-04-27
584,盛岡,1958,1958-04-29,1958-04-24
584,盛岡,1959,1959-04-21,1959-04-18
584,盛岡,1960,1960-04-29,1960-04-27
584,盛岡,1961,1961-04-25,1961-04-22
584,盛岡,1962,1962-04-25,1962-04-22
584,盛岡,1963,1963-04-21,1963-04-18
584,盛岡,1964,1964-04-23,1964-04-18
584,盛岡,1965,1965-05-08,1965-05-04
584,盛岡,1966,1966-04-25,1966-04-23
584,盛岡,1967,1967-04-28,1967-04-26
584,盛岡,1968,1968-04-23,1968-04-17
584,盛岡,1969,1969-04-29,1969-04-26
584,盛岡,1970,1970-05-01,1970-04-28
584,盛岡,1971,1971-04-28,1971-04-23
584,盛岡,1972,1972-04-25,1972-04-21
584,盛岡,1973,1973-04-23,1973-04-20
584,盛岡,1974,1974-05-02,1974-04-28
584,盛岡,1975,1975-04-28,1975-04-24
585,宮古,1953,1953-04-29,1953-04-22
585,宮古,1954,1954-04-20,1954-04-16
585,宮古,1955,1955-04-16,1955-04-12
585,宮古,1956,1956-04-23,1956-04-18
585,宮古,1957,1957-04-23,1957-04-20
585,宮古,1958,1958-04-24,1958-04-19
585,宮古,1959,1959-04-19,1959-04-14
585,宮古,1960,1960-04-26,1960-04-20
585,宮古,1961,1961-04-22,1961-04-18
585,宮古,1962,1962-04-21,1962-04-18
585,宮古,1963,1963-04-18,1963-04-15
585,宮古,1964,1964-04-24,1964-04-20
585,宮古,1965,1965-05-04,1965-04-30
585,宮古,1966,1966-04-25,1966-04-17
585,宮古,1967,1967-04-26,1967-04-20
585,宮古,1968,1968-04-22,1968-04-16
585,宮古,1969,1969-04-26,1969-04-20
585,宮古,1970,1970-05-03,1970-04-25
585,宮古,1971,1971-04-22,1971-04-19
585,宮古,1972,1972-04-25,1972-04-19
585,宮古,1973,1973-04-21,1973-04-16
585,宮古,1974,1974-04-28,1974-04-25
585,宮古,1975,1975-04-26,1975-04-20
587,酒田,1953,1953-04-22,1953-04-15
587,酒田,1954,1954-04-18,1954-04-11
587,酒田,1955,1955-04-15,1955-04-10
587,酒田,1956,1956-04-21,1956-04-17
587,酒田,1957,1957-04-23,1957-04-17
587,酒田,1958,1958-04-22,1958-04-13
587,酒田,1959,1959-04-12,1959-04-07
587,酒田,1960,1960-04-21,1960-04-14
587,酒田,1961,1961-04-20,1961-04-16
587,酒田,1962,1962-04-22,1962-04-16
587,酒田,1963,1963-04-18,1963-04-15
587,酒田,1964,1964-04-18,1964-04-15
587,酒田,1965,1965-05-02,1965-04-25
587,酒田,1966,1966-04-21,1966-04-15
587,酒田,1967,1967-04-20,1967-04-16
587,酒田,1968,1968-04-19,1968-04-13
587,酒田,1969,1969-04-25,1969-04-20
587,酒田,1970,1970-04-27,1970-04-24
587,酒田,1971,1971-04-24,1971-04-18
587,酒田,1972,1972-04-19,1972-04-13
587,酒田,1973,1973-04-21,1973-04-17
587,酒田,1974,1974-04-26,1974-04-22
587,酒田,1975,1975-04-20,1975-04-17
588,山形,1953,1953-04-27,1953-04-19
588,山形,1954,1954-04-18,1954-04-13
588,山形,1955,1955-04-15,1955-04-12
588,山形,1956,1956-04-21,1956-04-18
588,山形,1957,1957-04-27,1957-04-20
588,山形,1958,1958-04-23,1958-04-17
588,山形,1959,1959-04-16,1959-04-09
588,山形,1960,1960-04-24,1960-04-17
588,山形,1961,1961-04-21,1961-04-17
588,山形,1962,1962-04-22,1962-04-16
588,山形,1963,1963-04-17,1963-04-15
588,山形,1964,1964-04-17,1964-04-14
588,山形,1965,1965-05-02,1965-04-26
588,山形,1966,1966-04-22,1966-04-15
588,山形,1967,1967-04-24,1967-04-18
588,山形,1968,1968-04-21,1968-04-14
588,山形,1969,1969-04-24,1969-04-20
588,山形,1970,1970-04-28,1970-04-24
588,山形,1971,1971-04-23,1971-04-16
588,山形,1972,1972-04-17,1972-04-12
588,山形,1973,1973-04-21,1973-04-16
588,山形,1974,1974-04-28,1974-04-24
588,山形,1975,1975-04-22,1975-04-17
590,仙台,1953,1953-04-17,1953-04-11
590,仙台,1954,1954-04-12,1954-04-06
590,仙台,1955,1955-04-16,1955-04-11
590,仙台,1956,1956-04-19,1956-04-16
590,仙台,1957,1957-04-21,1957-04-16
590,仙台,1958,1958-04-15,1958-04-10
590,仙台,1959,1959-04-10,1959-04-04
590,仙台,1960,1960-04-17,1960-04-12
590,仙台,1961,1961-04-16,1961-04-11
590,仙台,1962,1962-04-21,1962-04-14
590,仙台,1963,1963-04-18,1963-04-12
590,仙台,1964,1964-04-19,1964-04-11
590,仙台,1965,1965-04-25,1965-04-20
590,仙台,1966,1966-04-18,1966-04-11
590,仙台,1967,1967-04-18,1967-04-11
590,仙台,1968,1968-04-14,1968-04-10
590,仙台,1969,1969-04-20,1969-04-14
590,仙台,1970,1970-04-25,1970-04-21
590,仙台,1971,1971-04-17,1971-04-14
590,仙台,1972,1972-04-16,1972-04-08
590,仙台,1973,1973-04-18,1973-04-11
590,仙台,1974,1974-04-24,1974-04-19
590,仙台,1975,1975-04-18,1975-04-14
595,福島,1953,1953-04-11,1953-04-09
595,福島,1954,1954-04-09,1954-04-05
595,福島,1955,1955-04-11,1955-04-09
595,福島,1956,1956-04-16,1956-04-14
595,福島,1957,1957-04-19,1957-04-15
595,福島,1958,1958-04-09,1958-04-07
595,福島,1959,1959-04-08,1959-04-03
595,福島,1960,1960-04-14,1960-04-08
595,福島,1961,1961-04-14,1961-04-11
595,福島,1962,1962-04-16,1962-04-09
595,福島,1963,1963-04-13,1963-04-07
595,福島,1964,1964-04-13,1964-04-11
595,福島,1965,1965-04-24,1965-04-18
595,福島,1966,1966-04-14,1966-04-06
595,福島,1967,1967-04-14,1967-04-10
595,福島,1968,1968-04-11,1968-04-06
595,福島,1969,1969-04-14,1969-04-13
595,福島,1970,1970-04-21,1970-04-19
595,福島,1971,1971-04-14,1971-04-09
595,福島,1972,1972-04-11,1972-04-06
595,福島,1973,1973-04-14,1973-04-09
595,福島,1974,1974-04-22,1974-04-17
595,福島,1975,1975-04-15,1975-04-11
597,白河,1953,1953-04-26,1953-04-16
597,白河,1954,1954-04-15,1954-04-06
597,白河,1955,1955-04-15,1955-04-11
597,白河,1956,1956-04-19,1956-04-16
597,白河,1957,1957-04-21,1957-04-16
597,白河,1958,1958-04-21,1958-04-10
597,白河,1959,1959-04-15,1959-04-08
597,白河,1960,1960-04-19,1960-04-11
597,白河,1961,1961-04-20,1961-04-13
597,白河,1962,1962-04-22,1962-04-14
597,白河,1963,1963-04-18,1963-04-14
597,白河,1964,1964-04-16,1964-04-13
597,白河,1965,1965-04-30,1965-04-25
597,白河,1966,1966-04-20,1966-04-13
597,白河,1967,1967-04-20,1967-04-12
597,白河,1968,1968-04-21,1968-04-14
597,白河,1969,1969-04-23,1969-04-15
597,白河,1970,1970-04-28,1970-04-23
597,白河,1971,1971-04-20,1971-04-15
597,白河,1972,1972-04-19,1972-04-14
597,白河,1973,1973-04-18,1973-04-12
597,白河,1974,1974-04-26,1974-04-19
597,白河,1975,1975-04-20,1975-04-15
598,小名浜,1953,1953-04-13,1953-04-06
598,小名浜,1954,1954-04-06,1954-04-01
598,小名浜,1955,1955-04-10,1955-04-03
598,小名浜,1956,1956-04-16,1956-04-12
598,小名浜,1957,1957-04-17,1957-04-11
598,小名浜,1958,1958-04-13,1958-04-07
598,小名浜,1959,1959-04-06,1959-03-30
598,小名浜,1960,1960-04-14,1960-04-05
