l_code,l_name,year,b_date,f_date
670,横浜,1994,1994-04-06,1994-04-01
670,横浜,1995,1995-04-07,1995-03-31
672,館山,1976,1976-04-04,1976-03-23
672,館山,1977,1977-04-02,1977-03-23
672,館山,1978,1978-04-16,1978-04-07
672,館山,1979,1979-04-07,1979-03-31
672,館山,1980,1980-04-12,1980-04-06
672,館山,1981,1981-04-07,1981-04-01
672,館山,1982,1982-04-02,1982-03-25
672,館山,1983,1983-04-12,1983-04-06
672,館山,1984,1984-04-15,1984-04-09
672,館山,1985,1985-04-08,1985-04-03
672,館山,1986,1986-04-09,1986-03-31
672,館山,1987,1987-04-06,1987-03-25
672,館山,1988,1988-04-12,1988-04-05
672,館山,1989,1989-04-03,1989-03-25
672,館山,1990,1990-04-01,1990-03-20
672,館山,1991,1991-04-09,1991-04-03
672,館山,1992,1992-04-03,1992-03-27
672,館山,1993,1993-04-07,1993-04-02
672,館山,1994,1994-04-08,1994-04-03
672,館山,1995,1995-04-09,1995-04-05
675,大島,1976,1976-04-04,1976-03-29
675,大島,1977,1977-04-02,1977-03-26
675,大島,1978,1978-04-11,1978-04-04
675,大島,1979,1979-04-04,1979-03-30
675,大島,1980,1980-04-09,1980-04-03
675,大島,1981,1981-04-06,1981-03-29
675,大島,1982,1982-04-01,1982-03-24
675,大島,1983,1983-04-09,1983-04-03
675,大島,1984,1984-04-13,1984-04-07
675,大島,1985,1985-04-07,1985-04-03
675,大島,1986,1986-04-07,1986-04-01
675,大島,1987,1987-04-03,1987-03-29
675,大島,1988,1988-04-12,1988-04-05
675,大島,1989,1989-03-31,1989-03-22
675,大島,1990,1990-04-02,1990-03-20
675,大島,1991,1991-04-06,1991-03-27
675,大島,1992,1992-04-03,1992-03-26
675,大島,1993,1993-04-06,1993-04-01
675,大島,1994,1994-04-07,1994-04-03
675,大島,1995,1995-04-06,1995-04-01
677,三宅島,1976,1976-04-02,1976-03-25
677,三宅島,1977,1977-03-27,1977-03-20
677,三宅島,1978,1978-04-11,1978-04-04
677,三宅島,1979,1979-04-10,1979-03-31
677,三宅島,1980,1980-04-06,1980-03-31
677,三宅島,1981,1981-04-03,1981-03-26
677,三宅島,1982,1982-04-01,1982-03-26
677,三宅島,1983,1983-04-09,1983-04-02
677,三宅島,1984,1984-04-10,1984-04-04
677,三宅島,1985,1985-04-01,1985-03-25
677,三宅島,1986,1986-04-05,1986-03-29
677,三宅島,1987,1987-04-08,1987-03-30
677,三宅島,1988,1988-04-13,1988-04-04
677,三宅島,1989,1989-04-02,1989-03-16
677,三宅島,1990,1990-04-04,1990-03-20
677,三宅島,1991,1991-04-06,1991-03-28
677,三宅島,1992,1992-04-07,1992-03-31
677,三宅島,1993,1993-04-12,1993-04-01
677,三宅島,1994,1994-04-07,1994-04-03
677,三宅島,1995,1995-04-10,1995-04-05
678,八丈島,1976,1976-04-03,1976-03-26
678,八丈島,1977,1977-04-01,1977-03-26
678,八丈島,1978,1978-04-14,1978-04-08
678,八丈島,1979,1979-05-01,1979-04-15
678,八丈島,1980,1980-04-11,1980-04-04
678,八丈島,1981,1981-03-31,1981-03-25
678,八丈島,1982,1982-04-04,1982-03-29
678,八丈島,1983,1983-04-15,1983-04-06
678,八丈島,1984,1984-04-08,1984-04-02
678,八丈島,1985,1985-04-08,1985-03-28
678,八丈島,1986,1986-04-04,1986-03-27
678,八丈島,1987,1987-04-21,1987-04-09
678,八丈島,1988,1988-04-15,1988-04-03
678,八丈島,1989,1989-04-07,1989-03-29
678,八丈島,1990,1990-04-13,1990-03-30
678,八丈島,1991,1991-04-09,1991-04-03
678,八丈島,1992,1992-04-11,1992-03-30
678,八丈島,1993,1993-04-16,1993-04-09
678,八丈島,1994,1994-04-10,1994-04-04
678,八丈島,1995,1995-04-11,1995-04-02
740,西郷,1976,1976-04-11,1976-04-03
740,西郷,1977,1977-04-08,1977-04-03
740,西郷,1978,1978-04-14,1978-04-08
740,西郷,1979,1979-04-07,1979-04-01
740,西郷,1980,1980-04-15,1980-04-08
740,西郷,1981,1981-04-13,1981-04-05
740,西郷,1982,1982-04-08,1982-04-01
740,西郷,1983,1983-04-12,1983-04-07
740,西郷,1984,1984-04-20,1984-04-17
740,西郷,1985,1985-04-13,1985-04-07
740,西郷,1986,1986-04-14,1986-04-09
740,西郷,1987,1987-04-06,1987-03-31
740,西郷,1988,1988-04-17,1988-04-11
740,西郷,1989,1989-04-05,1989-03-30
740,西郷,1990,1990-04-03,1990-03-27
740,西郷,1991,1991-04-15,1991-04-09
740,西郷,1992,1992-04-06,1992-03-31
740,西郷,1993,1993-04-14,1993-04-02
740,西郷,1994,1994-04-14,1994-04-07
740,西郷,1995,1995-04-13,1995-04-06
741,松江,1976,1976-04-13,1976-04-02
741,松江,1977,1977-04-05,1977-04-01
741,松江,1978,1978-04-14,1978-04-08
741,松江,1979,1979-04-04,1979-03-31
741,松江,1980,1980-04-10,1980-04-03
741,松江,1981,1981-04-12,1981-04-04
741,松江,1982,1982-04-07,1982-03-30
741,松江,1983,1983-04-11,1983-04-06
741,松江,1984,1984-04-17,1984-04-13
741,松江,1985,1985-04-11,1985-04-05
741,松江,1986,1986-04-13,1986-04-07
741,松江,1987,1987-04-07,1987-03-30
741,松江,1988,1988-04-15,1988-04-10
741,松江,1989,1989-04-03,1989-03-28
741,松江,1990,1990-03-30,1990-03-24
741,松江,1991,1991-04-12,1991-04-07
741,松江,1992,1992-04-05,1992-03-30
741,松江,1993,1993-04-15,1993-04-01
741,松江,1994,1994-04-10,1994-04-05
741,松江,1995,1995-04-09,1995-04-03
744,米子,1976,1976-04-07,1976-03-31
744,米子,1977,1977-04-05,1977-03-31
744,米子,1978,1978-04-12,1978-04-08
744,米子,1979,1979-04-05,1979-03-31
744,米子,1980,1980-04-10,1980-04-05
744,米子,1981,1981-04-08,1981-04-03
744,米子,1982,1982-04-04,1982-03-30
744,米子,1983,1983-04-12,1983-04-05
744,米子,1984,1984-04-17,1984-04-14
744,米子,1985,1985-04-09,1985-04-04
744,米子,1986,1986-04-11,1986-04-08
744,米子,1987,1987-04-06,1987-03-30
744,米子,1988,1988-04-14,1988-04-11
744,米子,1989,1989-04-02,1989-03-29
744,米子,1990,1990-03-30,1990-03-24
744,米子,1991,1991-04-12,1991-04-05
744,米子,1992,1992-04-06,1992-03-31
744,米子,1993,1993-04-13,1993-04-01
744,米子,1994,1994-04-10,1994-04-05
744,米子,1995,1995-04-09,1995-04-04
746,鳥取,1976,1976-04-08,1976-03-31
746,鳥取,1977,1977-04-07,1977-04-02
746,鳥取,1978,1978-04-13,1978-04-08
746,鳥取,1979,1979-04-07,1979-03-30
746,鳥取,1980,1980-04-09,1980-04-05
746,鳥取,1981,1981-04-07,1981-03-31
746,鳥取,1982,1982-04-04,1982-03-30
746,鳥取,1983,1983-04-08,1983-04-06
746,鳥取,1984,1984-04-17,1984-04-13
746,鳥取,1985,1985-04-10,1985-04-04
746,鳥取,1986,1986-04-12,1986-04-07
746,鳥取,1987,1987-04-06,1987-03-29
746,鳥取,1988,1988-04-15,1988-04-11
746,鳥取,1989,1989-04-03,1989-03-29
746,鳥取,1990,1990-03-30,1990-03-24
746,鳥取,1991,1991-04-10,1991-04-05
746,鳥取,1992,1992-04-06,1992-03-31
746,鳥取,1993,1993-04-14,1993-04-01
746,鳥取,1994,1994-04-09,1994-04-05
746,鳥取,1995,1995-04-08,1995-04-04
747,豊岡,1976,1976-04-10,1976-04-03
747,豊岡,1977,1977-04-11,1977-04-07
747,豊岡,1978,1978-04-14,1978-04-10
747,豊岡,1979,1979-04-05,1979-03-30
747,豊岡,1980,1980-04-09,1980-04-05
747,豊岡,1981,1981-04-09,1981-04-05
747,豊岡,1982,1982-04-04,1982-03-31
747,豊岡,1983,1983-04-07,1983-04-04
747,豊岡,1984,1984-04-18,1984-04-16
747,豊岡,1985,1985-04-12,1985-04-08
747,豊岡,1986,1986-04-14,1986-04-10
747,豊岡,1987,1987-04-09,1987-04-04
747,豊岡,1988,1988-04-16,1988-04-13
747,豊岡,1989,1989-04-03,1989-03-30
747,豊岡,1990,1990-04-01,1990-03-28
747,豊岡,1991,1991-04-10,1991-04-06
747,豊岡,1992,1992-04-06,1992-04-02
747,豊岡,1993,1993-04-13,1993-04-03
747,豊岡,1994,1994-04-11,1994-04-06
747,豊岡,1995,1995-04-10,1995-04-06
750,舞鶴,1976,1976-04-11,1976-04-04
750,舞鶴,1977,1977-04-10,1977-04-03
750,舞鶴,1978,1978-04-14,1978-04-10
750,舞鶴,1979,1979-04-05,1979-03-30
750,舞鶴,1980,1980-04-10,1980-04-06
750,舞鶴,1981,1981-04-11,1981-04-05
750,舞鶴,1982,1982-04-04,1982-03-30
750,舞鶴,1983,1983-04-10,1983-04-05
750,舞鶴,1984,1984-04-18,1984-04-16
750,舞鶴,1985,1985-04-10,1985-04-06
750,舞鶴,1986,1986-04-11,1986-04-09
750,舞鶴,1987,1987-04-06,1987-04-04
750,舞鶴,1988,1988-04-15,1988-04-12
750,舞鶴,1989,1989-04-03,1989-03-30
750,舞鶴,1990,1990-03-31,1990-03-26
750,舞鶴,1991,1991-04-10,1991-04-05
750,舞鶴,1992,1992-04-05,1992-03-31
750,舞鶴,1993,1993-04-11,1993-04-03
750,舞鶴,1994,1994-04-12,1994-04-06
750,舞鶴,1995,1995-04-12,1995-04-06
755,浜田,1976,1976-04-06,1976-03-24
755,浜田,1977,1977-04-02,1977-03-25
755,浜田,1978,1978-04-11,1978-04-04
755,浜田,1979,1979-04-05,1979-03-28
755,浜田,1980,1980-04-06,1980-04-01
755,浜田,1981,1981-04-06,1981-03-28
755,浜田,1982,1982-03-30,1982-03-23
755,浜田,1983,1983-04-08,1983-04-04
755,浜田,1984,1984-04-13,1984-04-09
755,浜田,1985,1985-04-09,1985-04-01
755,浜田,1986,1986-04-09,1986-04-03
755,浜田,1987,1987-04-07,1987-03-26
755,浜田,1988,1988-04-12,1988-04-06
755,浜田,1989,1989-04-02,1989-03-26
755,浜田,1990,1990-03-27,1990-03-20
755,浜田,1991,1991-04-11,1991-04-04
755,浜田,1992,1992-04-02,1992-03-26
755,浜田,1993,1993-04-10,1993-03-30
755,浜田,1994,1994-04-06,1994-04-02
755,浜田,1995,1995-04-10,1995-03-31
759,京都,1976,1976-04-09,1976-03-29
759,京都,1977,1977-04-03,1977-03-29
759,京都,1978,1978-04-13,1978-04-08
759,京都,1979,1979-04-09,1979-03-31
759,京都,1980,1980-04-08,1980-04-05
759,京都,1981,1981-04-08,1981-03-30
759,京都,1982,1982-03-31,1982-03-24
759,京都,1983,1983-04-09,1983-04-02
759,京都,1984,1984-04-14,1984-04-09
759,京都,1985,1985-04-08,1985-04-02
759,京都,1986,1986-04-08,1986-04-03
759,京都,1987,1987-04-06,1987-03-27
759,京都,1988,1988-04-11,1988-04-05
759,京都,1989,1989-04-02,1989-03-24
759,京都,1990,1990-03-29,1990-03-21
759,京都,1991,1991-04-06,1991-03-30
759,京都,1992,1992-04-03,1992-03-27
759,京都,1993,1993-04-06,1993-03-28
759,京都,1994,1994-04-06,1994-04-03
759,京都,1995,1995-04-06,1995-03-31
761,彦根,1976,1976-04-10,1976-04-02
761,彦根,1977,1977-04-10,1977-04-05
761,彦根,1978,1978-04-14,1978-04-09
761,彦根,1979,1979-04-09,1979-04-02
761,彦根,1980,1980-04-12,1980-04-06
761,彦根,1981,1981-04-11,1981-04-05
761,彦根,1982,1982-04-05,1982-03-30
761,彦根,1983,1983-04-11,1983-04-06
761,彦根,1984,1984-04-19,1984-04-15
761,彦根,1985,1985-04-11,1985-04-06
761,彦根,1986,1986-04-14,1986-04-09
761,彦根,1987,1987-04-09,1987-04-04
761,彦根,1988,1988-04-14,1988-04-07
761,彦根,1989,1989-04-04,1989-03-30
761,彦根,1990,1990-04-02,1990-03-23
761,彦根,1991,1991-04-09,1991-04-04
761,彦根,1992,1992-04-06,1992-03-31
761,彦根,1993,1993-04-11,1993-04-03
761,彦根,1994,1994-04-11,1994-04-05
761,彦根,1995,1995-04-10,1995-04-01
762,下関,1976,1976-04-08,1976-03-25
762,下関,1977,1977-04-01,1977-03-26
762,下関,1978,1978-04-07,1978-03-31
762,下関,1979,1979-04-09,1979-03-28
762,下関,1980,1980-04-08,1980-04-02
762,下関,1981,1981-04-06,1981-03-27
762,下関,1982,1982-04-02,1982-03-23
762,下関,1983,1983-04-09,1983-03-31
762,下関,1984,1984-04-12,1984-04-06
762,下関,1985,1985-04-09,1985-04-02
762,下関,1986,1986-04-09,1986-04-02
762,下関,1987,1987-04-08,1987-03-24
762,下関,1988,1988-04-13,1988-04-04
762,下関,1989,1989-04-02,1989-03-22
762,下関,1990,1990-03-31,1990-03-20
762,下関,1991,1991-04-12,1991-04-05
762,下関,1992,1992-04-04,1992-03-27
762,下関,1993,1993-04-09,1993-04-02
762,下関,1994,1994-04-05,1994-04-02
762,下関,1995,1995-04-10,1995-04-01
765,広島,1976,1976-04-04,1976-03-28
765,広島,1977,1977-04-02,1977-03-26
765,広島,1978,1978-04-10,1978-04-03
765,広島,1979,1979-04-07,1979-03-29
765,広島,1980,1980-04-06,1980-04-01
765,広島,1981,1981-04-05,1981-03-30
765,広島,1982,1982-04-01,1982-03-24
765,広島,1983,1983-04-08,1983-04-04
765,広島,1984,1984-04-14,1984-04-08
765,広島,1985,1985-04-08,1985-03-30
765,広島,1986,1986-04-08,1986-04-02
765,広島,1987,1987-04-05,1987-03-25
765,広島,1988,1988-04-10,1988-04-03
765,広島,1989,1989-04-01,1989-03-25
765,広島,1990,1990-03-31,1990-03-20
765,広島,1991,1991-04-07,1991-03-31
765,広島,1992,1992-04-03,1992-03-27
765,広島,1993,1993-04-04,1993-03-26
765,広島,1994,1994-04-04,1994-03-31
765,広島,1995,1995-04-08,1995-03-29
768,岡山,1976,1976-04-07,1976-03-30
768,岡山,1977,1977-04-05,1977-03-30
768,岡山,1978,1978-04-10,1978-04-03
768,岡山,1979,1979-04-05,1979-03-29
768,岡山,1980,1980-04-09,1980-04-02
768,岡山,1981,1981-04-08,1981-03-30
768,岡山,1982,1982-04-02,1982-03-25
768,岡山,1983,1983-04-08,1983-04-04
768,岡山,1984,1984-04-15,1984-04-10
768,岡山,1985,1985-04-09,1985-04-01
768,岡山,1986,1986-04-10,1986-04-03
768,岡山,1987,1987-04-05,1987-03-25
768,岡山,1988,1988-04-13,1988-04-05
768,岡山,1989,1989-04-02,1989-03-26
768,岡山,1990,1990-03-30,1990-03-23
768,岡山,1991,1991-04-07,1991-03-31
768,岡山,1992,1992-04-05,1992-03-30
768,岡山,1993,1993-04-08,1993-03-29
768,岡山,1994,1994-04-06,1994-04-03
768,岡山,1995,1995-04-08,1995-04-01
770,神戸,1976,1976-04-06,1976-03-25
770,神戸,1977,1977-03-31,1977-03-26
770,神戸,1978,1978-04-10,1978-04-06
770,神戸,1979,1979-04-07,1979-03-29
770,神戸,1980,1980-04-08,1980-04-03
770,神戸,1981,1981-04-06,1981-03-29
770,神戸,1982,1982-03-31,1982-03-24
770,神戸,1983,1983-04-08,1983-04-01
770,神戸,1984,1984-04-14,1984-04-10
770,神戸,1985,1985-04-07,1985-03-30
770,神戸,1986,1986-04-09,1986-04-03
770,神戸,1987,1987-04-05,1987-03-27
770,神戸,1988,1988-04-11,1988-04-05
770,神戸,1989,1989-04-01,1989-03-25
770,神戸,1990,1990-03-28,1990-03-21
770,神戸,1991,1991-04-06,1991-03-29
770,神戸,1992,1992-04-03,1992-03-27
770,神戸,1993,1993-04-10,1993-03-29
770,神戸,1994,1994-04-06,1994-04-02
770,神戸,1995,1995-04-10,1995-03-31
772,大阪,1976,1976-04-07,1976-03-29
772,大阪,1977,1977-04-01,1977-03-27
772,大阪,1978,1978-04-10,1978-04-04
772,大阪,1979,1979-04-09,1979-03-29
772,大阪,1980,1980-04-09,1980-04-03
772,大阪,1981,1981-04-06,1981-03-28
772,大阪,1982,1982-03-31,1982-03-23
772,大阪,1983,1983-04-08,1983-03-31
772,大阪,1984,1984-04-16,1984-04-10
772,大阪,1985,1985-04-08,1985-03-29
772,大阪,1986,1986-04-09,1986-04-02
772,大阪,1987,1987-04-07,1987-03-25
772,大阪,1988,1988-04-11,1988-04-05
772,大阪,1989,1989-04-01,1989-03-25
772,大阪,1990,1990-03-30,1990-03-21
772,大阪,1991,1991-04-06,1991-03-29
772,大阪,1992,1992-04-02,1992-03-26
772,大阪,1993,1993-04-07,1993-03-29
772,大阪,1994,1994-04-06,1994-03-31
772,大阪,1995,1995-04-07,1995-03-31
776,洲本,1976,1976-04-05,1976-03-25
776,洲本,1977,1977-04-01,1977-03-26
776,洲本,1978,1978-04-10,1978-04-05
776,洲本,1979,1979-04-05,1979-03-28
776,洲本,1980,1980-04-08,1980-04-02
776,洲本,1981,1981-04-07,1981-03-30
776,洲本,1982,1982-04-01,1982-03-25
776,洲本,1983,1983-04-09,1983-04-04
776,洲本,1984,1984-04-15,1984-04-10
776,洲本,1985,1985-04-09,1985-04-03
776,洲本,1986,1986-04-10,1986-04-05
776,洲本,1987,1987-04-05,1987-03-25
776,洲本,1988,1988-04-13,1988-04-06
776,洲本,1989,1989-04-01,1989-03-19
776,洲本,1990,1990-03-27,1990-03-21
776,洲本,1991,1991-04-09,1991-04-03
776,洲本,1992,1992-04-03,1992-03-26
776,洲本,1993,1993-04-09,1993-03-31
776,洲本,1994,1994-04-06,1994-04-02
776,洲本,1995,1995-04-11,1995-04-04
777,和歌山,1976,1976-04-02,1976-03-27
777,和歌山,1977,1977-03-28,1977-03-23
777,和歌山,1978,1978-04-08,1978-04-02
777,和歌山,1979,1979-04-05,1979-03-28
777,和歌山,1980,1980-04-06,1980-04-02
777,和歌山,1981,1981-04-02,1981-03-25
777,和歌山,1982,1982-03-28,1982-03-22
777,和歌山,1983,1983-04-07,1983-04-02
777,和歌山,1984,1984-04-11,1984-04-06
777,和歌山,1985,1985-04-06,1985-03-28
777,和歌山,1986,1986-04-08,1986-04-02
777,和歌山,1987,1987-04-08,1987-03-25
777,和歌山,1988,1988-04-12,1988-04-05
777,和歌山,1989,1989-04-02,1989-03-20
777,和歌山,1990,1990-04-01,1990-03-19
777,和歌山,1991,1991-04-05,1991-03-27
777,和歌山,1992,1992-04-03,1992-03-25
777,和歌山,1993,1993-04-07,1993-03-28
777,和歌山,1994,1994-04-06,1994-04-01
777,和歌山,1995,1995-04-07,1995-03-28
778,潮岬,1976,1976-04-02,1976-03-24
778,潮岬,1977,1977-03-26,1977-03-21
778,潮岬,1978,1978-04-12,1978-04-03
778,潮岬,1979,1979-04-08,1979-04-01
778,潮岬,1980,1980-04-07,1980-04-01
778,潮岬,1981,1981-04-01,1981-03-26
778,潮岬,1982,1982-04-02,1982-03-24
778,潮岬,1983,1983-04-07,1983-04-02
778,潮岬,1984,1984-04-09,1984-04-02
778,潮岬,1985,1985-04-05,1985-03-27
778,潮岬,1986,1986-04-07,1986-03-30
778,潮岬,1987,1987-04-07,1987-03-31
778,潮岬,1988,1988-04-11,1988-04-05
778,潮岬,1989,1989-03-30,1989-03-20
778,潮岬,1990,1990-04-02,1990-03-23
778,潮岬,1991,1991-04-04,1991-03-27
778,潮岬,1992,1992-04-05,1992-03-28
778,潮岬,1993,1993-04-14,1993-04-02
778,潮岬,1994,1994-04-09,1994-04-03
778,潮岬,1995,1995-04-09,1995-03-31
780,奈良,1976,1976-04-05,1976-03-30
780,奈良,1977,1977-04-04,1977-03-30
780,奈良,1978,1978-04-11,1978-04-08
780,奈良,1979,1979-04-06,1979-03-30
780,奈良,1980,1980-04-08,1980-04-04
780,奈良,1981,1981-04-06,1981-03-31
780,奈良,1982,1982-04-01,1982-03-28
780,奈良,1983,1983-04-07,1983-04-04
780,奈良,1984,1984-04-16,1984-04-12
780,奈良,1985,1985-04-08,1985-04-02
780,奈良,1986,1986-04-10,1986-04-04
780,奈良,1987,1987-04-06,1987-03-28
780,奈良,1988,1988-04-14,1988-04-07
780,奈良,1989,1989-04-02,1989-03-25
780,奈良,1990,1990-03-28,1990-03-23
780,奈良,1991,1991-04-05,1991-03-28
780,奈良,1992,1992-04-01,1992-03-26
780,奈良,1993,1993-04-07,1993-03-30
780,奈良,1994,1994-04-06,1994-04-03
780,奈良,1995,1995-04-08,1995-04-01
800,厳原,1976,1976-04-07,1976-03-28
800,厳原,1977,1977-03-29,1977-03-23
800,厳原,1978,1978-04-07,1978-03-30
800,厳原,1979,1979-04-08,1979-03-28
800,厳原,1980,1980-04-04,1980-03-31
800,厳原,1981,1981-04-02,1981-03-26
800,厳原,1982,1982-03-27,1982-03-22
800,厳原,1983,1983-04-07,1983-03-31
800,厳原,1984,1984-04-10,1984-04-05
800,厳原,1985,1985-04-06,1985-03-29
800,厳原,1986,1986-04-06,1986-04-02
800,厳原,1987,1987-03-29,1987-03-23
800,厳原,1988,1988-04-13,1988-04-02
800,厳原,1989,1989-03-31,1989-03-22
800,厳原,1990,1990-03-26,1990-03-18
800,厳原,1991,1991-04-09,1991-04-03
800,厳原,1992,1992-04-01,1992-03-25
800,厳原,1993,1993-04-10,1993-03-27
800,厳原,1994,1994-04-06,1994-04-01
800,厳原,1995,1995-04-10,1995-03-31
807,福岡,1976,1976-04-02,1976-03-22
807,福岡,1977,1977-03-29,1977-03-23
807,福岡,1978,1978-04-08,1978-04-01
807,福岡,1979,1979-04-06,1979-03-28
807,福岡,1980,1980-04-05,1980-03-30
807,福岡,1981,1981-04-02,1981-03-25
807,福岡,1982,1982-03-26,1982-03-20
807,福岡,1983,1983-04-04,1983-03-31
807,福岡,1984,1984-04-10,1984-04-05
807,福岡,1985,1985-04-07,1985-04-01
807,福岡,1986,1986-04-03,1986-03-29
807,福岡,1987,1987-04-03,1987-03-22
807,福岡,1988,1988-04-09,1988-04-02
807,福岡,1989,1989-03-28,1989-03-17
807,福岡,1990,1990-03-28,1990-03-14
807,福岡,1991,1991-04-06,1991-03-29
807,福岡,1992,1992-03-31,1992-03-22
807,福岡,1993,1993-04-05,1993-03-24
807,福岡,1994,1994-04-05,1994-03-29
807,福岡,1995,1995-04-08,1995-03-27
813,佐賀,1976,1976-04-03,1976-03-21
813,佐賀,1977,1977-03-28,1977-03-21
813,佐賀,1978,1978-04-10,1978-03-30
813,佐賀,1979,1979-04-05,1979-03-26
813,佐賀,1980,1980-04-02,1980-03-27
813,佐賀,1981,1981-03-31,1981-03-24
813,佐賀,1982,1982-03-25,1982-03-19
813,佐賀,1983,1983-04-05,1983-03-30
813,佐賀,1984,1984-04-06,1984-03-31
813,佐賀,1985,1985-04-05,1985-03-29
813,佐賀,1986,1986-04-03,1986-03-26
813,佐賀,1987,1987-04-04,1987-03-23
813,佐賀,1988,1988-04-10,1988-04-02
813,佐賀,1989,1989-04-01,1989-03-20
813,佐賀,1990,1990-03-31,1990-03-17
813,佐賀,1991,1991-04-05,1991-03-29
813,佐賀,1992,1992-04-04,1992-03-25
813,佐賀,1993,1993-04-06,1993-03-29
813,佐賀,1994,1994-04-05,1994-03-29
813,佐賀,1995,1995-04-08,1995-03-31
815,大分,1976,1976-04-10,1976-03-29
815,大分,1977,1977-03-30,1977-03-23
815,大分,1978,1978-04-09,1978-03-30
815,大分,1979,1979-04-08,1979-03-29
815,大分,1980,1980-04-05,1980-03-29
815,大分,1981,1981-04-01,1981-03-25
815,大分,1982,1982-03-27,1982-03-19
815,大分,1983,1983-04-05,1983-04-01
815,大分,1984,1984-04-09,1984-04-03
815,大分,1985,1985-04-05,1985-03-28
815,大分,1986,1986-04-04,1986-03-30
815,大分,1987,1987-04-06,1987-03-23
815,大分,1988,1988-04-12,1988-04-02
815,大分,1989,1989-04-01,1989-03-20
815,大分,1990,1990-03-27,1990-03-16
815,大分,1991,1991-04-05,1991-03-28
815,大分,1992,1992-04-03,1992-03-26
815,大分,1993,1993-04-08,1993-03-27
815,大分,1994,1994-04-05,1994-03-30
815,大分,1995,1995-04-07,1995-03-27
817,長崎,1976,1976-04-02,1976-03-17
817,長崎,1977,1977-03-24,1977-03-18
817,長崎,1978,1978-04-08,1978-03-29
817,長崎,1979,1979-04-04,1979-03-25
817,長崎,1980,1980-04-03,1980-03-27
817,長崎,1981,1981-03-31,1981-03-23
817,長崎,1982,1982-03-28,1982-03-19
817,長崎,1983,1983-04-06,1983-03-29
817,長崎,1984,1984-04-06,1984-03-31
817,長崎,1985,1985-04-05,1985-03-29
817,長崎,1986,1986-04-03,1986-03-27
817,長崎,1987,1987-04-04,1987-03-23
817,長崎,1988,1988-04-09,1988-04-01
817,長崎,1989,1989-03-31,1989-03-18
817,長崎,1990,1990-03-29,1990-03-15
817,長崎,1991,1991-04-04,1991-03-27
817,長崎,1992,1992-04-01,1992-03-22
817,長崎,1993,1993-04-07,1993-03-30
817,長崎,1994,1994-04-05,1994-03-30
817,長崎,1995,1995-04-10,1995-03-31
819,熊本,1976,1976-04-01,1976-03-18
819,熊本,1977,1977-03-26,1977-03-20
819,熊本,1978,1978-04-07,1978-03-29
819,熊本,1979,1979-04-03,1979-03-27
819,熊本,1980,1980-04-01,1980-03-24
819,熊本,1981,1981-03-31,1981-03-23
819,熊本,1982,1982-03-24,1982-03-19
819,熊本,1983,1983-04-03,1983-03-28
819,熊本,1984,1984-04-05,1984-03-31
819,熊本,1985,1985-04-04,1985-03-27
819,熊本,1986,1986-04-02,1986-03-26
819,熊本,1987,1987-04-03,1987-03-24
819,熊本,1988,1988-04-07,1988-04-01
819,熊本,1989,1989-03-29,1989-03-18
819,熊本,1990,1990-03-29,1990-03-17
819,熊本,1991,1991-04-03,1991-03-27
819,熊本,1992,1992-03-30,1992-03-18
819,熊本,1993,1993-04-05,1993-03-27
819,熊本,1994,1994-04-04,1994-03-29
819,熊本,1995,1995-04-08,1995-03-30
822,延岡,1976,1976-03-31,1976-03-20
822,延岡,1977,1977-03-28,1977-03-20
822,延岡,1978,1978-04-10,1978-04-01
822,延岡,1979,1979-04-08,1979-03-30
822,延岡,1980,1980-04-04,1980-03-27
822,延岡,1981,1981-04-01,1981-03-25
822,延岡,1982,1982-03-28,1982-03-21
822,延岡,1983,1983-04-06,1983-03-29
822,延岡,1984,1984-04-05,1984-03-31
822,延岡,1985,1985-04-05,1985-03-27
822,延岡,1986,1986-04-03,1986-03-27
822,延岡,1987,1987-04-04,1987-03-25
822,延岡,1988,1988-04-10,1988-04-02
822,延岡,1989,1989-03-29,1989-03-16
822,延岡,1990,1990-03-30,1990-03-21
822,延岡,1991,1991-04-01,1991-03-27
822,延岡,1992,1992-04-04,1992-03-24
822,延岡,1993,1993-04-07,1993-04-01
822,延岡,1994,1994-04-06,1994-03-30
822,延岡,1995,NA,1995-03-31
827,鹿児島,1976,1976-04-01,1976-03-25
827,鹿児島,1977,1977-03-26,1977-03-18
827,鹿児島,1978,1978-04-11,1978-04-01
827,鹿児島,1979,1979-04-05,1979-03-30
827,鹿児島,1980,1980-03-30,1980-03-22
827,鹿児島,1981,1981-03-28,1981-03-22
827,鹿児島,1982,1982-03-28,1982-03-19
827,鹿児島,1983,1983-04-03,1983-03-27
827,鹿児島,1984,1984-03-31,1984-03-26
827,鹿児島,1985,1985-04-02,1985-03-26
827,鹿児島,1986,1986-03-30,1986-03-22
827,鹿児島,1987,1987-04-02,1987-03-26
827,鹿児島,1988,1988-04-08,1988-04-03
827,鹿児島,1989,1989-04-05,1989-03-25
827,鹿児島,1990,1990-03-29,1990-03-22
827,鹿児島,1991,1991-04-05,1991-03-24
827,鹿児島,1992,1992-04-03,1992-03-26
827,鹿児島,1993,1993-04-10,1993-03-31
827,鹿児島,1994,1994-04-04,1994-03-29
827,鹿児島,1995,1995-04-10,1995-03-31
830,宮崎,1976,1976-04-02,1976-03-24
830,宮崎,1977,1977-03-27,1977-03-18
830,宮崎,1978,1978-04-09,1978-03-30
